customer_id,tenure_months,recency_days,purchase_frequency_90d,avg_ticket,support_tickets_90d,payment_delay_days,failed_payments_90d,login_days_30d,usage_ratio,nps_score,satisfaction_score,plan_value,plan_type,contract_type,payment_method,region,churn
1628,12.1,8,12,1086.2,0,5,1,14,0.542,1,2,211.4,padrao,anual,boleto,nordeste,0
1629,12.5,86,13,96.76,2,26,3,27,0.111,7,3,197.25,basico,mensal,debito,sul,0
1630,25.2,52,6,1012.44,7,3,0,28,0.023,6,5,111.68,padrao,mensal,debito,nordeste,0
1631,29.3,37,2,630.29,2,28,2,13,0.015,6,5,228.38,basico,mensal,debito,norte,0
1632,51.8,47,7,854.28,1,6,1,2,0.158,9,3,332.97,premium,mensal,debito,norte,0
1633,38.9,118,10,1068.84,1,4,3,8,0.02,9,5,144.74,basico,mensal,boleto,norte,0
1634,41.7,51,0,709.29,0,10,3,18,0.132,7,5,152.43,padrao,anual,debito,sul,0
1635,59.0,10,1,174.94,6,0,3,10,0.559,1,4,235.32,padrao,anual,cartao,nordeste,0
1636,25.3,34,18,42.99,0,0,3,21,0.4,1,3,124.05,premium,anual,boleto,sudeste,0
1637,24.8,18,0,616.43,4,5,3,29,0.981,1,1,161.5,padrao,anual,boleto,sul,0
1638,55.5,82,8,1141.11,3,20,1,18,0.809,6,3,202.78,padrao,mensal,boleto,centro-oeste,1
1639,15.5,96,15,704.24,0,24,3,18,0.147,7,2,178.97,basico,mensal,debito,sudeste,0
1640,44.1,101,6,472.61,7,7,2,15,0.417,8,1,334.46,padrao,mensal,debito,nordeste,0
1641,45.5,76,9,75.87,5,19,1,5,0.431,1,5,345.54,padrao,anual,debito,nordeste,0
1642,6.8,92,1,1101.38,6,10,0,17,0.362,3,2,184.94,padrao,mensal,debito,sul,0
1643,28.6,50,15,419.5,7,12,2,27,0.496,3,4,201.1,basico,anual,cartao,sudeste,0
1644,12.8,75,12,857.54,7,10,1,20,0.67,6,5,384.38,padrao,anual,debito,sudeste,0
1645,11.9,13,17,845.32,5,26,2,22,0.641,0,3,221.01,padrao,mensal,debito,norte,0
1646,28.4,65,17,334.5,4,15,0,25,0.357,9,4,397.39,padrao,mensal,pix,nordeste,0
1647,18.1,67,7,113.98,5,15,2,11,0.705,0,4,314.51,padrao,mensal,cartao,nordeste,0
1648,48.0,4,0,486.6,3,25,2,10,0.289,5,3,135.02,basico,mensal,pix,sudeste,0
1649,54.5,66,6,407.87,1,19,2,29,0.835,10,5,122.37,padrao,mensal,pix,nordeste,0
1650,48.4,87,2,852.3,3,4,2,13,0.964,2,5,97.16,basico,mensal,cartao,sudeste,0
1651,16.7,44,10,990.95,3,5,3,22,0.295,7,2,330.11,padrao,anual,cartao,sul,0
1652,17.2,65,2,298.04,0,10,3,19,0.785,6,5,150.37,padrao,anual,debito,centro-oeste,0
1653,16.0,35,18,652.75,6,2,1,3,0.813,9,1,283.19,basico,mensal,cartao,nordeste,1
1654,9.0,33,12,87.11,7,20,3,9,0.491,6,1,234.35,basico,mensal,boleto,sudeste,0
1655,56.7,16,5,288.54,3,14,3,9,0.088,9,3,337.26,padrao,anual,pix,nordeste,0
1656,24.7,40,18,923.64,3,1,0,5,0.786,4,4,310.19,padrao,mensal,debito,sudeste,0
1657,14.3,96,15,960.34,6,12,1,23,0.407,1,3,62.85,basico,anual,boleto,sudeste,0
1658,51.0,112,8,940.63,3,24,2,28,0.208,7,4,161.73,basico,mensal,cartao,norte,0
1659,24.6,76,2,205.17,5,27,2,28,0.627,10,2,227.14,basico,anual,debito,norte,0
1660,3.1,75,6,679.2,4,28,0,5,0.437,4,5,329.21,padrao,anual,debito,sul,0
1661,10.6,74,11,530.34,2,27,1,13,0.088,9,5,296.95,basico,anual,debito,norte,0
1662,38.7,57,15,1190.12,6,18,1,6,0.984,9,1,237.69,padrao,anual,boleto,sudeste,0
1663,47.2,51,5,798.72,1,27,2,1,0.245,7,3,330.92,padrao,mensal,pix,nordeste,0
1664,13.4,74,14,1124.83,1,28,2,18,0.511,8,2,196.47,padrao,mensal,cartao,nordeste,0
1665,55.1,94,5,208.61,5,19,0,25,0.667,6,4,59.94,premium,anual,pix,sudeste,0
1666,51.2,50,4,563.01,5,12,0,2,0.115,8,3,353.29,padrao,mensal,pix,norte,0
1667,51.1,68,8,935.06,7,28,1,19,0.739,3,2,229.47,padrao,mensal,pix,nordeste,0
1668,14.4,56,3,466.71,5,12,0,1,0.648,5,2,330.93,padrao,mensal,pix,nordeste,0
1669,4.0,34,8,773.71,0,4,3,25,0.494,0,2,181.05,padrao,mensal,debito,norte,0
1670,52.2,35,7,633.57,6,3,1,1,0.528,2,1,251.78,padrao,mensal,debito,norte,0
1671,19.0,10,5,1190.64,3,17,2,13,0.955,6,1,159.09,basico,mensal,cartao,nordeste,0
1672,37.5,53,15,241.69,0,1,0,3,0.911,7,4,187.35,premium,mensal,pix,centro-oeste,0
1673,45.8,85,6,1125.0,4,3,1,12,0.112,0,5,92.96,basico,mensal,pix,sudeste,0
1674,8.6,82,13,505.82,1,7,3,12,0.369,0,3,306.88,premium,anual,pix,norte,0
1675,47.1,118,14,582.87,3,15,2,16,0.517,0,5,140.8,basico,mensal,pix,sul,1
1676,56.4,5,13,653.18,3,14,1,24,0.92,5,1,148.52,padrao,anual,cartao,nordeste,0
1677,44.0,91,5,347.83,0,15,2,29,0.817,3,5,167.41,premium,anual,boleto,norte,0
1678,27.0,95,16,1157.84,6,15,2,10,0.386,0,3,195.47,padrao,mensal,debito,centro-oeste,1
1679,52.7,52,4,1097.33,4,29,0,27,0.886,8,4,247.32,padrao,mensal,cartao,nordeste,1
1680,32.1,34,5,1168.57,7,6,3,12,0.378,5,1,285.71,basico,mensal,debito,sudeste,0
1681,44.9,43,17,1196.43,3,14,3,3,0.271,0,4,283.15,basico,anual,cartao,centro-oeste,1
1682,49.4,82,6,816.97,4,18,2,18,0.61,7,2,192.43,basico,mensal,debito,nordeste,0
1683,45.2,103,13,563.96,6,8,0,21,0.356,10,5,213.38,padrao,mensal,cartao,sudeste,1
1684,18.0,77,0,1026.85,1,5,1,9,0.622,4,4,90.42,basico,mensal,cartao,sudeste,0
1685,8.0,62,12,67.61,7,1,2,17,0.41,10,5,227.64,basico,anual,pix,sudeste,0
1686,15.1,78,17,1007.91,1,9,3,12,0.796,4,5,355.64,basico,mensal,debito,sul,1
1687,30.7,9,14,616.85,7,7,2,4,0.954,0,4,205.66,premium,mensal,cartao,sul,0
1688,30.8,73,11,820.94,5,5,0,11,0.27,1,2,377.58,padrao,anual,boleto,centro-oeste,0
1689,35.4,6,16,473.89,4,8,2,12,0.51,0,2,95.98,basico,mensal,boleto,centro-oeste,0
1690,24.3,115,5,467.6,1,20,0,10,0.724,3,5,305.19,premium,anual,debito,sudeste,0
1691,47.4,106,7,76.79,4,24,1,27,0.159,4,4,294.78,padrao,anual,boleto,sul,0
1692,54.9,61,1,531.6,4,15,2,11,0.796,4,5,285.25,basico,mensal,cartao,sul,0
1693,15.6,45,13,513.69,7,1,2,18,0.583,5,4,278.53,basico,mensal,debito,nordeste,0
1694,44.5,88,14,300.76,6,22,1,0,0.15,9,4,47.93,premium,mensal,cartao,sudeste,1
1695,41.0,76,15,326.89,3,4,1,9,0.868,0,1,307.06,basico,anual,boleto,sul,0
1696,31.9,84,14,717.6,3,1,3,26,0.427,9,5,219.79,basico,anual,cartao,nordeste,0
1697,12.1,62,2,408.61,3,17,2,26,0.177,2,2,228.61,premium,mensal,boleto,nordeste,0
1698,47.9,29,13,1003.09,3,12,0,29,0.195,10,2,58.21,padrao,anual,debito,centro-oeste,0
1699,57.7,9,15,169.21,0,9,2,1,0.786,1,1,107.72,padrao,mensal,cartao,centro-oeste,0
1700,43.6,34,4,710.07,0,29,2,25,0.936,1,1,367.86,padrao,mensal,pix,sul,0
1701,55.2,63,9,225.65,6,2,2,8,0.378,1,2,153.49,padrao,mensal,pix,centro-oeste,0
1702,59.1,51,18,652.76,2,1,2,0,0.079,3,5,181.7,basico,anual,pix,centro-oeste,0
1703,21.8,61,8,680.95,3,17,0,2,0.101,10,5,108.01,padrao,mensal,cartao,sul,1
1704,38.7,34,15,785.07,5,12,3,22,0.654,5,3,267.49,basico,mensal,boleto,nordeste,0
1705,29.0,112,10,535.81,4,24,3,17,0.371,1,2,306.55,basico,mensal,cartao,norte,0
1706,59.2,44,13,630.99,2,1,0,17,0.426,7,2,371.55,premium,anual,debito,centro-oeste,0
1707,6.5,101,12,249.91,6,12,0,26,0.337,5,5,242.24,basico,anual,debito,norte,1
1708,25.3,47,13,577.1,1,4,0,2,0.466,7,1,139.13,basico,mensal,boleto,centro-oeste,0
1709,52.7,53,15,472.72,3,1,3,2,0.644,8,1,65.45,basico,mensal,pix,norte,0
1710,17.8,72,18,812.71,0,13,3,27,0.541,8,1,135.7,padrao,mensal,cartao,sudeste,0
1711,47.5,32,5,544.39,4,22,1,18,0.164,1,5,262.51,premium,mensal,debito,sul,0
1712,23.6,27,18,944.04,0,4,2,23,0.491,5,1,390.58,basico,mensal,debito,centro-oeste,0
1713,58.8,46,12,534.15,7,25,0,15,0.461,6,5,68.41,basico,mensal,cartao,nordeste,0
1714,53.1,96,11,313.49,5,15,0,4,0.546,6,1,179.71,padrao,mensal,pix,sudeste,0
1715,18.8,18,6,357.48,1,14,0,15,0.111,10,3,280.1,padrao,anual,cartao,sul,0
1716,46.4,53,8,92.53,4,27,0,28,0.154,10,5,246.75,basico,mensal,pix,nordeste,0
1717,20.9,80,13,666.31,2,9,3,3,0.53,8,1,274.51,basico,mensal,pix,nordeste,0
1718,36.8,85,7,1003.82,4,6,3,3,0.275,2,2,206.66,padrao,mensal,boleto,sudeste,0
1719,39.9,52,5,932.17,1,23,0,10,0.629,5,4,136.03,basico,anual,boleto,sul,0
1720,49.9,10,16,547.84,4,3,2,13,0.373,8,5,213.69,padrao,mensal,pix,sul,0
1721,2.4,2,8,267.5,0,26,0,18,0.221,2,5,177.25,basico,mensal,cartao,sul,0
1722,14.0,56,12,1041.64,1,24,2,4,0.656,7,1,295.25,padrao,mensal,cartao,centro-oeste,0
1723,43.0,97,0,105.87,4,29,3,28,0.394,2,4,101.68,padrao,mensal,boleto,sudeste,0
1724,34.2,4,1,503.1,4,13,3,4,0.158,1,2,218.51,padrao,anual,boleto,norte,0
1725,30.2,106,16,1033.67,2,18,3,6,0.809,2,3,385.16,padrao,mensal,boleto,sul,0
1726,4.3,81,2,496.08,0,26,0,29,0.432,10,5,231.35,basico,mensal,boleto,nordeste,1
1727,21.5,1,15,176.74,3,3,0,11,0.915,10,5,125.3,basico,mensal,cartao,sul,0
1728,52.0,41,18,348.5,7,9,0,17,0.193,9,1,376.81,padrao,mensal,pix,centro-oeste,0
1729,2.8,27,9,736.03,5,14,0,13,0.876,2,3,127.8,padrao,anual,debito,centro-oeste,1
1730,24.4,113,17,216.36,0,18,2,7,0.816,8,2,310.32,padrao,mensal,boleto,sul,1
1731,56.8,67,8,799.72,7,20,2,15,0.104,2,4,79.33,basico,mensal,pix,sudeste,0
1732,4.0,39,19,548.27,3,27,3,23,0.532,1,5,346.65,padrao,mensal,cartao,sudeste,0
1733,45.2,34,4,427.89,4,14,0,0,0.654,2,2,104.91,basico,mensal,boleto,norte,0
1734,16.2,68,8,319.47,0,5,1,26,0.495,1,1,181.8,basico,mensal,boleto,centro-oeste,0
1735,52.1,1,7,995.06,2,5,2,5,0.39,7,1,387.52,basico,anual,debito,sudeste,0
1736,45.0,31,15,500.14,6,24,2,27,0.944,7,1,248.48,premium,mensal,boleto,sudeste,0
1737,53.3,20,0,896.64,2,13,1,28,0.701,0,2,134.94,padrao,mensal,pix,nordeste,0
1738,13.7,74,16,550.81,1,18,0,27,0.966,1,5,40.13,padrao,mensal,cartao,centro-oeste,0
1739,32.3,80,0,146.57,0,16,1,19,0.846,5,2,42.34,padrao,anual,debito,norte,0
1740,47.0,56,6,550.99,7,24,0,27,0.817,1,3,138.75,basico,mensal,pix,sudeste,0
1741,15.5,17,11,628.92,6,6,2,25,0.726,9,4,229.57,basico,mensal,cartao,centro-oeste,0
1742,14.6,45,2,571.1,0,5,3,19,0.646,4,4,214.46,basico,mensal,boleto,sul,0
1743,2.6,101,9,986.84,7,22,0,26,0.887,4,2,371.78,basico,mensal,pix,sul,0
1744,57.6,25,19,1096.59,6,13,0,10,0.613,0,1,314.97,padrao,mensal,boleto,sul,0
1745,42.9,20,16,952.66,2,24,2,25,0.075,7,1,372.8,basico,anual,debito,norte,0
1746,38.5,14,0,716.03,5,3,0,27,0.583,7,2,224.14,padrao,mensal,pix,sul,0
1747,44.9,98,11,668.08,2,8,3,19,0.103,8,1,200.7,padrao,anual,pix,norte,0
1748,32.4,15,11,787.75,1,28,3,3,0.949,5,3,243.69,premium,mensal,boleto,sul,0
1749,29.1,70,1,373.88,5,25,1,6,0.647,2,4,173.87,basico,anual,debito,sudeste,0
1750,27.5,119,13,981.74,1,1,1,5,0.556,0,4,115.79,padrao,mensal,pix,sudeste,1
1751,38.8,77,10,1033.94,2,24,1,15,0.198,3,5,341.1,basico,mensal,pix,nordeste,0
1752,12.9,50,13,349.97,2,1,1,13,0.516,5,2,284.89,basico,anual,pix,sudeste,0
1753,53.4,25,5,1087.27,1,3,3,24,0.343,1,4,157.14,padrao,mensal,pix,nordeste,0
1754,48.9,1,5,1024.53,6,26,3,8,0.675,0,5,200.56,basico,mensal,debito,norte,0
1755,21.6,19,14,532.4,5,3,0,4,0.604,2,1,121.06,padrao,anual,cartao,nordeste,0
1756,35.1,114,14,1094.44,6,9,0,18,0.499,0,4,242.52,padrao,anual,pix,nordeste,1
1757,9.3,18,3,179.71,4,4,2,4,0.253,0,1,168.91,basico,anual,cartao,sudeste,0
1758,58.4,3,4,72.46,1,17,2,27,0.526,5,3,355.11,premium,mensal,boleto,sudeste,0
1759,54.3,98,11,443.53,2,1,2,2,0.462,8,5,230.11,basico,mensal,boleto,sudeste,1
1760,55.4,50,16,695.91,2,8,1,14,0.851,5,3,188.12,premium,mensal,cartao,sudeste,0
1761,20.6,43,4,447.67,7,9,1,28,0.894,1,3,309.76,padrao,mensal,pix,nordeste,0
1762,11.0,86,4,1132.8,1,19,0,16,0.759,3,4,365.74,basico,mensal,boleto,sul,0
1763,13.5,63,16,335.46,5,14,1,24,0.32,0,3,334.17,basico,anual,boleto,norte,1
1764,6.3,109,13,366.21,0,5,2,12,0.038,6,4,218.07,basico,anual,debito,sul,0
1765,8.1,56,18,776.4,7,13,1,22,0.925,2,5,168.22,padrao,mensal,boleto,sul,0
1766,5.2,85,15,44.48,5,13,1,21,0.992,4,1,278.27,basico,mensal,cartao,nordeste,0
1767,59.4,105,19,883.97,3,10,1,15,0.127,9,3,333.97,padrao,mensal,debito,sul,0
1768,5.4,56,3,477.86,2,16,3,3,0.686,6,5,392.21,basico,mensal,cartao,sudeste,0
1769,8.8,34,5,1174.19,2,9,2,29,0.425,8,2,204.51,premium,anual,debito,sudeste,0
1770,49.8,116,4,842.04,1,10,3,1,0.149,3,3,280.47,basico,mensal,pix,centro-oeste,0
1771,35.2,27,1,100.57,4,23,0,10,0.998,10,4,145.42,padrao,mensal,boleto,sudeste,0
1772,46.7,5,15,147.45,6,7,3,19,0.933,7,5,71.39,padrao,anual,pix,sul,0
1773,38.2,69,13,142.28,1,9,0,23,0.983,5,2,131.0,basico,anual,debito,nordeste,0
1774,53.0,118,1,1145.04,5,4,1,16,0.144,6,5,45.12,basico,mensal,debito,nordeste,0
1775,38.7,11,3,833.5,4,20,1,12,0.492,6,4,223.29,padrao,mensal,boleto,norte,0
1776,31.8,102,3,536.02,6,21,0,12,0.896,1,1,174.24,padrao,mensal,cartao,norte,0
1777,43.1,99,8,272.56,6,20,3,29,0.675,2,5,284.08,padrao,mensal,cartao,norte,0
1778,27.4,111,9,1053.42,0,5,3,10,0.435,7,2,261.41,basico,mensal,debito,sul,0
1779,21.4,51,5,273.8,0,13,2,25,0.517,4,2,100.33,premium,mensal,pix,centro-oeste,0
1780,28.6,31,18,859.75,7,8,1,1,0.039,8,3,282.48,premium,anual,pix,sudeste,1
1781,11.0,61,4,925.46,1,22,3,19,0.612,5,3,107.36,padrao,mensal,pix,sul,0
1782,48.0,17,11,381.8,4,10,2,20,0.86,0,3,42.04,basico,mensal,debito,sul,0
1783,16.4,101,8,625.7,6,12,1,20,0.003,7,1,389.17,basico,anual,pix,sul,0
1784,10.1,79,7,298.67,4,13,3,12,0.16,6,5,49.61,premium,mensal,boleto,nordeste,0
1785,15.5,58,16,479.56,0,22,0,20,0.518,4,2,162.93,padrao,mensal,cartao,sudeste,0
1786,50.7,62,19,1159.56,0,21,1,13,0.561,8,1,269.4,padrao,mensal,boleto,centro-oeste,0
1787,20.5,85,0,844.04,5,24,0,17,0.343,3,3,173.23,premium,mensal,debito,sudeste,0
1788,41.5,63,9,1022.07,7,12,0,26,0.028,1,4,177.14,basico,mensal,cartao,sul,0
1789,51.5,100,2,667.1,2,24,0,20,0.744,1,1,300.08,padrao,mensal,cartao,nordeste,0
1790,5.6,111,8,317.29,4,26,2,22,0.243,9,5,256.68,padrao,mensal,debito,centro-oeste,0
1791,46.1,114,12,866.94,7,15,3,29,0.645,4,4,226.52,padrao,anual,pix,nordeste,0
1792,19.2,74,8,620.66,6,20,2,6,0.559,4,5,358.97,padrao,anual,cartao,nordeste,0
1793,13.8,89,6,245.14,4,27,1,17,0.431,3,4,78.82,padrao,mensal,cartao,sul,0
1794,41.6,38,6,518.42,5,25,1,19,0.59,8,1,209.02,basico,anual,cartao,norte,0
1795,54.7,5,5,776.41,7,8,0,20,0.695,6,2,125.96,premium,mensal,cartao,nordeste,0
1796,18.4,48,6,892.98,6,21,2,3,0.572,9,5,53.15,padrao,mensal,boleto,sudeste,0
1797,34.6,104,7,322.14,3,13,0,22,0.558,9,3,392.35,basico,mensal,debito,nordeste,0
1798,18.1,16,13,1056.16,5,4,3,5,0.436,10,1,304.15,premium,mensal,debito,centro-oeste,0
1799,33.7,65,1,480.28,2,11,1,12,0.43,3,1,117.73,basico,mensal,boleto,centro-oeste,0
1800,37.7,23,0,354.52,7,29,1,21,0.491,6,3,184.78,basico,anual,boleto,sul,0
1801,37.0,52,10,266.34,0,28,0,7,0.452,3,3,121.27,premium,mensal,debito,norte,0
1802,37.8,18,13,972.84,1,23,0,3,0.439,7,2,286.45,padrao,mensal,boleto,sul,1
1803,9.0,88,5,450.83,2,29,0,20,0.21,8,1,166.06,premium,mensal,cartao,norte,0
1804,41.9,97,4,600.74,1,17,2,8,0.725,2,4,371.05,premium,anual,pix,nordeste,0
1805,40.8,91,12,298.47,4,22,1,24,0.133,9,3,114.62,padrao,mensal,boleto,sul,0
1806,41.3,84,7,835.87,5,4,3,26,0.909,3,1,165.84,basico,anual,debito,centro-oeste,0
1807,5.4,28,14,946.0,7,8,2,10,0.625,10,1,375.35,padrao,mensal,debito,sul,0
1808,27.4,64,2,433.73,4,5,3,22,0.049,9,2,358.39,padrao,anual,debito,sul,0
1809,25.1,13,2,1136.29,4,28,3,6,0.659,0,3,145.44,padrao,mensal,debito,centro-oeste,0
1810,6.1,45,11,75.51,4,18,0,27,0.362,4,2,213.8,padrao,mensal,pix,sul,1
1811,14.1,61,7,194.21,0,27,0,7,0.93,4,1,358.03,basico,mensal,pix,sudeste,1
1812,27.0,80,14,722.99,5,12,3,26,0.936,9,5,281.33,basico,mensal,cartao,centro-oeste,0
1813,44.8,12,10,853.63,0,12,1,23,0.846,7,4,269.32,padrao,mensal,cartao,nordeste,0
1814,15.0,97,7,330.79,4,20,3,9,0.568,0,3,277.7,padrao,mensal,cartao,centro-oeste,1
1815,50.0,55,3,682.72,7,17,2,24,0.919,9,2,371.45,padrao,mensal,debito,sudeste,0
1816,33.2,105,3,409.33,6,11,2,18,0.65,2,4,226.08,basico,mensal,boleto,norte,1
1817,45.9,63,15,682.74,4,9,1,20,0.875,4,5,105.34,basico,mensal,pix,sudeste,0
1818,28.9,66,4,804.82,2,15,1,11,0.16,1,4,210.08,padrao,anual,boleto,nordeste,0
1819,30.5,83,10,1168.46,6,2,2,7,0.904,1,2,302.3,basico,anual,debito,sul,1
1820,37.6,98,16,568.61,6,5,0,20,0.662,5,2,217.07,padrao,anual,boleto,nordeste,0
1821,55.8,19,17,791.93,2,1,1,1,0.303,0,5,152.67,padrao,mensal,debito,sul,0
1822,30.0,61,5,710.53,0,4,2,10,0.998,0,1,279.78,basico,mensal,pix,centro-oeste,0
1823,32.2,4,2,408.36,4,5,0,4,0.687,8,2,201.98,padrao,anual,cartao,norte,0
1824,36.5,57,15,333.55,5,2,1,0,0.908,3,1,386.52,premium,anual,boleto,sudeste,0
1825,44.5,97,13,1185.93,7,1,3,0,0.006,7,4,166.67,basico,anual,boleto,nordeste,1
1826,5.2,103,6,279.95,7,24,1,2,0.552,10,3,298.2,basico,mensal,pix,norte,0
1827,31.4,34,11,956.72,1,5,3,28,0.713,0,1,239.73,basico,mensal,boleto,nordeste,0
1828,29.4,46,3,210.04,2,16,3,23,0.014,8,5,67.82,padrao,anual,cartao,norte,0
1829,55.4,66,14,973.05,7,2,2,29,0.763,1,3,209.01,premium,mensal,debito,nordeste,0
1830,30.1,48,14,255.44,2,28,0,2,0.651,8,2,50.4,padrao,mensal,debito,centro-oeste,1
1831,28.6,22,5,1161.9,3,7,0,29,0.275,3,5,324.24,premium,anual,boleto,norte,0
1832,57.8,37,9,835.75,2,22,3,17,0.689,1,4,304.33,padrao,anual,debito,nordeste,0
1833,27.6,49,6,144.54,3,19,0,23,0.131,2,1,58.08,basico,mensal,cartao,centro-oeste,0
1834,11.7,62,0,844.09,4,23,2,25,0.824,4,5,219.79,basico,mensal,boleto,sul,0
1835,13.8,110,2,740.2,2,18,2,7,0.866,8,1,386.05,padrao,anual,cartao,norte,0
1836,6.6,65,19,431.55,3,15,3,22,0.485,7,5,142.37,padrao,mensal,boleto,norte,0
1837,1.0,47,9,342.45,2,23,3,19,0.507,8,2,365.45,padrao,anual,pix,sul,0
1838,26.5,79,2,873.76,0,24,1,12,0.402,0,2,94.29,padrao,mensal,debito,centro-oeste,0
1839,46.4,92,0,899.98,6,11,2,14,0.345,10,1,42.28,basico,mensal,debito,sul,1
1840,44.3,52,7,419.56,7,28,2,6,0.873,4,5,230.89,basico,anual,debito,centro-oeste,0
1841,2.9,59,19,1056.42,3,29,3,5,0.305,1,3,126.03,padrao,anual,pix,sudeste,1
1842,34.6,26,7,351.84,1,21,2,27,0.403,10,4,356.42,padrao,mensal,boleto,sul,0
1843,10.1,103,19,121.04,5,27,0,21,0.3,8,5,282.51,padrao,mensal,debito,sul,0
1844,56.5,104,9,735.85,4,3,3,16,0.657,0,3,287.18,basico,mensal,cartao,sul,0
1845,10.9,21,15,164.2,4,16,2,20,0.814,4,2,282.28,premium,mensal,debito,nordeste,0
1846,38.0,42,15,360.93,4,19,0,12,0.164,9,4,284.32,basico,anual,debito,norte,0
1847,20.2,33,0,628.34,5,27,0,7,0.255,7,3,308.86,basico,mensal,cartao,nordeste,0
1848,38.9,110,0,372.18,0,3,0,28,0.104,2,2,281.06,padrao,anual,pix,nordeste,0
1849,25.3,8,18,289.4,0,24,2,29,0.16,7,5,340.24,premium,anual,debito,sudeste,0
1850,45.8,25,18,855.7,0,2,3,6,0.407,2,5,240.82,premium,mensal,pix,sudeste,0
1851,14.6,38,2,674.52,1,10,1,24,0.776,3,2,166.15,basico,mensal,debito,sul,0
1852,54.4,67,12,1014.12,7,20,0,13,0.542,2,4,207.96,basico,anual,boleto,sudeste,0
1853,30.5,30,18,714.24,5,8,3,21,0.053,7,5,198.38,padrao,mensal,pix,sudeste,0
1854,45.6,64,19,600.8,5,25,2,3,0.625,10,4,159.6,padrao,anual,debito,sudeste,0
1855,51.1,89,5,343.06,5,27,2,14,0.795,0,1,189.47,padrao,mensal,cartao,sul,0
1856,59.9,99,16,958.8,0,4,0,3,0.393,6,5,178.5,basico,mensal,pix,sudeste,0
1857,14.2,12,12,268.37,1,7,3,24,0.245,2,1,79.91,padrao,mensal,debito,sudeste,0
1858,17.9,17,18,320.98,6,2,0,11,0.764,8,4,338.9,basico,mensal,boleto,sul,0
1859,15.8,12,2,1016.24,3,21,2,7,0.024,1,3,312.23,basico,anual,debito,sul,0
1860,16.5,109,12,899.78,4,26,2,20,0.816,4,1,161.41,padrao,mensal,pix,centro-oeste,1
1861,35.4,78,0,750.93,6,18,2,28,0.804,2,4,380.15,basico,mensal,boleto,norte,0
1862,59.6,64,7,85.15,0,3,2,10,0.888,9,2,381.67,padrao,mensal,boleto,norte,0
1863,59.4,95,0,187.62,6,5,1,21,0.089,0,5,348.32,padrao,mensal,boleto,norte,1
1864,32.1,70,8,619.95,5,1,2,20,0.108,6,5,50.47,basico,anual,boleto,sudeste,0
1865,38.7,29,16,905.75,3,14,1,14,0.873,1,3,173.54,basico,anual,pix,nordeste,0
1866,51.7,61,13,578.36,3,21,1,24,0.475,6,4,204.54,premium,mensal,pix,norte,1
1867,56.0,84,6,60.06,0,4,2,3,0.392,8,1,298.64,padrao,anual,boleto,centro-oeste,0
1868,13.0,5,8,253.75,1,25,2,26,0.573,8,5,268.43,premium,mensal,pix,nordeste,0
1869,32.2,73,7,722.97,1,7,0,12,0.059,0,4,284.12,basico,mensal,pix,sul,0
1870,50.1,60,14,845.29,7,15,3,1,0.644,8,2,316.1,padrao,mensal,debito,norte,1
1871,18.9,9,5,78.78,0,20,0,29,0.945,3,1,381.34,premium,anual,debito,sudeste,0
1872,26.9,32,1,90.26,2,16,1,23,0.676,7,3,238.44,basico,mensal,pix,centro-oeste,0
1873,59.2,54,10,343.12,1,14,1,24,0.465,10,5,365.36,basico,anual,cartao,sul,0
1874,59.1,41,16,136.86,2,10,1,4,0.961,1,5,333.23,premium,mensal,boleto,sudeste,0
1875,54.5,35,9,668.66,0,12,1,22,0.689,3,1,161.55,basico,mensal,boleto,sul,0
1876,48.1,78,4,183.49,2,7,1,20,0.057,9,4,332.82,basico,mensal,boleto,centro-oeste,0
1877,16.9,49,0,791.93,5,8,1,27,0.67,1,1,82.14,premium,mensal,debito,nordeste,0
1878,19.9,60,18,941.58,6,22,3,11,0.06,2,2,97.05,basico,mensal,pix,sudeste,0
1879,33.3,95,15,1165.8,3,26,3,27,0.307,6,3,397.16,padrao,anual,debito,sul,0
1880,34.1,12,3,1140.15,5,25,1,21,0.616,10,1,194.23,padrao,mensal,cartao,norte,0
1881,30.8,43,1,357.1,4,9,1,7,0.216,3,1,205.72,padrao,mensal,pix,sudeste,0
1882,38.6,9,2,74.12,7,9,2,6,0.038,4,5,382.27,basico,anual,pix,centro-oeste,0
1883,25.1,111,7,422.12,6,1,0,27,0.618,8,4,170.16,basico,mensal,debito,norte,0
1884,45.2,23,16,861.84,1,8,1,19,0.286,1,4,125.21,padrao,anual,boleto,norte,0
1885,20.7,98,3,109.37,4,17,0,3,0.533,3,3,67.92,padrao,mensal,pix,norte,0
1886,20.5,23,16,457.27,6,8,2,3,0.261,3,3,228.04,basico,anual,boleto,sudeste,0
1887,8.5,39,0,385.72,2,22,0,24,0.686,4,1,111.79,basico,mensal,pix,centro-oeste,0
1888,12.1,73,14,294.44,4,1,3,5,0.896,6,3,63.23,padrao,mensal,cartao,sul,0
1889,51.2,99,5,859.11,3,12,1,6,0.087,2,4,332.61,basico,mensal,pix,sudeste,0
1890,27.3,22,19,804.55,2,8,2,18,0.786,4,2,158.19,padrao,mensal,boleto,sudeste,0
1891,14.4,26,9,661.17,1,14,2,25,0.156,10,3,248.48,premium,mensal,debito,sudeste,0
1892,45.8,105,5,1096.5,0,0,1,10,0.329,9,3,77.57,basico,mensal,cartao,sudeste,0
